a,19.9036036036036,153.39333333333337,4.1111500315129135,3.051423337458174
b,46.92916666666667,139.67541666666668,4.58681708510621,3.2010076267308216
c,35.37891891891892,141.0959459459459,4.206020642136044,3.9020233555616266
d,33.32327272727273,153.52654545454544,3.555483373119459,3.454519157794647
e,33.70581699346405,164.89313725490197,5.314953576661245,3.1672081003773225
f,35.323,154.91133333333335,3.990605760198987,3.2485799290698636
g,45.157333333333334,154.8576666666667,4.556539573940832,2.937201256676536
h,57.68423728813559,154.93813559322035,4.062223739087521,2.6857006626597624
i,68.66289719626168,165.4565420560748,3.764290902517655,2.741772434030036
j,58.00636363636363,152.53454545454545,3.407169640431437,3.3114824025622314
k,68.10304347826087,151.77347826086955,5.171418470604525,3.2146750578850574
l,77.59702127659574,152.49893617021274,3.5779620461657538,3.5771855298648836
m,65.10081081081081,141.20459459459462,2.6138564016662764,3.354316778699155
n,57.805866666666674,141.45520000000002,4.223388242736972,2.6632638422306814
o,74.52926605504587,164.24798165137616,4.082213985199433,3.040412749568178
p,83.15241379310345,165.49827586206897,4.150926489993167,2.998059221615528
q,22.436923076923076,164.38846153846154,3.251906859805808,3.0641195150266007
r,40.41620689655172,164.98252873563217,5.673912725127717,3.4771322635053576
s,27.48351063829787,152.99308510638298,4.1249321612595296,3.060599310869209
t,47.660673076923075,166.22634615384615,5.491944671765793,2.9181659340481407
u,58.56452380952381,165.22000000000003,4.113693278829894,2.96158982401586
v,44.81545454545455,141.73090909090908,4.495730021893226,6.9906456387290135
w,27.871923076923075,164.59538461538463,3.2805722052841384,2.156830350250876
x,29.273846153846154,140.88615384615383,2.940801927422409,2.335562980925545
y,54.54212765957447,166.16255319148934,5.5975936836763,2.6861231004926887
z,26.02333333333333,139.51416666666668,4.378194706598701,2.8797958791476113
 ,47.143445692883894,118.33531835205991,3.249731668532453,3.4838590080240825
